Title,Abstract,PDF Link
EventDance: Unsupervised Source-free Cross-modal Adaptation for Event-based Object Recognition,"Xu Zheng,



Lin Wang",/content/CVPR2024/html/Zheng_EventDance_Unsupervised_Source-free_Cross-modal_Adaptation_for_Event-based_Object_Recognition_CVPR_2024_paper.html
CycleINR: Cycle Implicit Neural Representation for Arbitrary-Scale Volumetric Super-Resolution of Medical Data,"Wei Fang,



Yuxing Tang,



Heng Guo,



Mingze Yuan,



Tony C. W. Mok,



Ke Yan,



Jiawen Yao,



Xin Chen,



Zaiyi Liu,



Le Lu,



Ling Zhang,



Minfeng Xu",/content/CVPR2024/html/Fang_CycleINR_Cycle_Implicit_Neural_Representation_for_Arbitrary-Scale_Volumetric_Super-Resolution_of_CVPR_2024_paper.html
Boosting Image Restoration via Priors from Pre-trained Models,"Xiaogang Xu,



Shu Kong,



Tao Hu,



Zhe Liu,



Hujun Bao",/content/CVPR2024/html/Xu_Boosting_Image_Restoration_via_Priors_from_Pre-trained_Models_CVPR_2024_paper.html
VRetouchEr: Learning Cross-frame Feature Interdependence with Imperfection Flow for Face Retouching in Videos,"Wen Xue,



Le Jiang,



Lianxin Xie,



Si Wu,



Yong Xu,



Hau San Wong",/content/CVPR2024/html/Xue_VRetouchEr_Learning_Cross-frame_Feature_Interdependence_with_Imperfection_Flow_for_Face_CVPR_2024_paper.html
Transferable Structural Sparse Adversarial Attack Via Exact Group Sparsity Training,"Di Ming,



Peng Ren,



Yunlong Wang,



Xin Feng",/content/CVPR2024/html/Ming_Transferable_Structural_Sparse_Adversarial_Attack_Via_Exact_Group_Sparsity_Training_CVPR_2024_paper.html
Holistic Autonomous Driving Understanding by Bird's-Eye-View Injected Multi-Modal Large Models,"Xinpeng Ding,



Jianhua Han,



Hang Xu,



Xiaodan Liang,



Wei Zhang,



Xiaomeng Li",/content/CVPR2024/html/Ding_Holistic_Autonomous_Driving_Understanding_by_Birds-Eye-View_Injected_Multi-Modal_Large_Models_CVPR_2024_paper.html
Arbitrary-Scale Image Generation and Upsampling using Latent Diffusion Model and Implicit Neural Decoder,"Jinseok Kim,



Tae-Kyun Kim",/content/CVPR2024/html/Kim_Arbitrary-Scale_Image_Generation_and_Upsampling_using_Latent_Diffusion_Model_and_CVPR_2024_paper.html
Unsupervised Occupancy Learning from Sparse Point Cloud,"Amine Ouasfi,



Adnane Boukhayma",/content/CVPR2024/html/Ouasfi_Unsupervised_Occupancy_Learning_from_Sparse_Point_Cloud_CVPR_2024_paper.html
Extreme Point Supervised Instance Segmentation,"Hyeonjun Lee,



Sehyun Hwang,



Suha Kwak",/content/CVPR2024/html/Lee_Extreme_Point_Supervised_Instance_Segmentation_CVPR_2024_paper.html
3DInAction: Understanding Human Actions in 3D Point Clouds,"Yizhak Ben-Shabat,



Oren Shrout,



Stephen Gould",/content/CVPR2024/html/Ben-Shabat_3DInAction_Understanding_Human_Actions_in_3D_Point_Clouds_CVPR_2024_paper.html
Cache Me if You Can: Accelerating Diffusion Models through Block Caching,"Felix Wimbauer,



Bichen Wu,



Edgar Schoenfeld,



Xiaoliang Dai,



Ji Hou,



Zijian He,



Artsiom Sanakoyeu,



Peizhao Zhang,



Sam Tsai,



Jonas Kohler,



Christian Rupprecht,



Daniel Cremers,



Peter Vajda,



Jialiang Wang",/content/CVPR2024/html/Wimbauer_Cache_Me_if_You_Can_Accelerating_Diffusion_Models_through_Block_CVPR_2024_paper.html
MedM2G: Unifying Medical Multi-Modal Generation via Cross-Guided Diffusion with Visual Invariant,"Chenlu Zhan,



Yu Lin,



Gaoang Wang,



Hongwei Wang,



Jian Wu",/content/CVPR2024/html/Zhan_MedM2G_Unifying_Medical_Multi-Modal_Generation_via_Cross-Guided_Diffusion_with_Visual_CVPR_2024_paper.html
SDDGR: Stable Diffusion-based Deep Generative Replay for Class Incremental Object Detection,"Junsu Kim,



Hoseong Cho,



Jihyeon Kim,



Yihalem Yimolal Tiruneh,



Seungryul Baek",/content/CVPR2024/html/Kim_SDDGR_Stable_Diffusion-based_Deep_Generative_Replay_for_Class_Incremental_Object_CVPR_2024_paper.html
Neural Parametric Gaussians for Monocular Non-Rigid Object Reconstruction,"Devikalyan Das,



Christopher Wewer,



Raza Yunus,



Eddy Ilg,



Jan Eric Lenssen",/content/CVPR2024/html/Das_Neural_Parametric_Gaussians_for_Monocular_Non-Rigid_Object_Reconstruction_CVPR_2024_paper.html
Physical 3D Adversarial Attacks against Monocular Depth Estimation in Autonomous Driving,"Junhao Zheng,



Chenhao Lin,



Jiahao Sun,



Zhengyu Zhao,



Qian Li,



Chao Shen",/content/CVPR2024/html/Zheng_Physical_3D_Adversarial_Attacks_against_Monocular_Depth_Estimation_in_Autonomous_CVPR_2024_paper.html
Adaptive Random Feature Regularization on Fine-tuning Deep Neural Networks,"Shin'ya Yamaguchi,



Sekitoshi Kanai,



Kazuki Adachi,



Daiki Chijiwa",/content/CVPR2024/html/Yamaguchi_Adaptive_Random_Feature_Regularization_on_Fine-tuning_Deep_Neural_Networks_CVPR_2024_paper.html
PH-Net: Semi-Supervised Breast Lesion Segmentation via Patch-wise Hardness,"Siyao Jiang,



Huisi Wu,



Junyang Chen,



Qin Zhang,



Jing Qin",/content/CVPR2024/html/Jiang_PH-Net_Semi-Supervised_Breast_Lesion_Segmentation_via_Patch-wise_Hardness_CVPR_2024_paper.html
Multimodal Prompt Perceiver: Empower Adaptiveness Generalizability and Fidelity for All-in-One Image Restoration,"Yuang Ai,



Huaibo Huang,



Xiaoqiang Zhou,



Jiexiang Wang,



Ran He",/content/CVPR2024/html/Ai_Multimodal_Prompt_Perceiver_Empower_Adaptiveness_Generalizability_and_Fidelity_for_All-in-One_CVPR_2024_paper.html
ExACT: Language-guided Conceptual Reasoning and Uncertainty Estimation for Event-based Action Recognition and More,"Jiazhou Zhou,



Xu Zheng,



Yuanhuiyi Lyu,



Lin Wang",/content/CVPR2024/html/Zhou_ExACT_Language-guided_Conceptual_Reasoning_and_Uncertainty_Estimation_for_Event-based_Action_CVPR_2024_paper.html
Color Shift Estimation-and-Correction for Image Enhancement,"Yiyu Li,



Ke Xu,



Gerhard Petrus Hancke,



Rynson W.H. Lau",/content/CVPR2024/html/Li_Color_Shift_Estimation-and-Correction_for_Image_Enhancement_CVPR_2024_paper.html
Improving Visual Recognition with Hyperbolical Visual Hierarchy Mapping,"Hyeongjun Kwon,



Jinhyun Jang,



Jin Kim,



Kwonyoung Kim,



Kwanghoon Sohn",/content/CVPR2024/html/Kwon_Improving_Visual_Recognition_with_Hyperbolical_Visual_Hierarchy_Mapping_CVPR_2024_paper.html
ParameterNet: Parameters Are All You Need for Large-scale Visual Pretraining of Mobile Networks,"Kai Han,



Yunhe Wang,



Jianyuan Guo,



Enhua Wu",/content/CVPR2024/html/Han_ParameterNet_Parameters_Are_All_You_Need_for_Large-scale_Visual_Pretraining_CVPR_2024_paper.html
Repurposing Diffusion-Based Image Generators for Monocular Depth Estimation,"Bingxin Ke,



Anton Obukhov,



Shengyu Huang,



Nando Metzger,



Rodrigo Caye Daudt,



Konrad Schindler",/content/CVPR2024/html/Ke_Repurposing_Diffusion-Based_Image_Generators_for_Monocular_Depth_Estimation_CVPR_2024_paper.html
Identifying Important Group of Pixels using Interactions,"Kosuke Sumiyasu,



Kazuhiko Kawamoto,



Hiroshi Kera",/content/CVPR2024/html/Sumiyasu_Identifying_Important_Group_of_Pixels_using_Interactions_CVPR_2024_paper.html
Towards Scalable 3D Anomaly Detection and Localization: A Benchmark via 3D Anomaly Synthesis and A Self-Supervised Learning Network,"Wenqiao Li,



Xiaohao Xu,



Yao Gu,



Bozhong Zheng,



Shenghua Gao,



Yingna Wu",/content/CVPR2024/html/Li_Towards_Scalable_3D_Anomaly_Detection_and_Localization_A_Benchmark_via_CVPR_2024_paper.html
Cam4DOcc: Benchmark for Camera-Only 4D Occupancy Forecasting in Autonomous Driving Applications,"Junyi Ma,



Xieyuanli Chen,



Jiawei Huang,



Jingyi Xu,



Zhen Luo,



Jintao Xu,



Weihao Gu,



Rui Ai,



Hesheng Wang",/content/CVPR2024/html/Ma_Cam4DOcc_Benchmark_for_Camera-Only_4D_Occupancy_Forecasting_in_Autonomous_Driving_CVPR_2024_paper.html
DIOD: Self-Distillation Meets Object Discovery,"Sandra Kara,



Hejer Ammar,



Julien Denize,



Florian Chabot,



Quoc-Cuong Pham",/content/CVPR2024/html/Kara_DIOD_Self-Distillation_Meets_Object_Discovery_CVPR_2024_paper.html
GoMAvatar: Efficient Animatable Human Modeling from Monocular Video Using Gaussians-on-Mesh,"Jing Wen,



Xiaoming Zhao,



Zhongzheng Ren,



Alexander G. Schwing,



Shenlong Wang",/content/CVPR2024/html/Wen_GoMAvatar_Efficient_Animatable_Human_Modeling_from_Monocular_Video_Using_Gaussians-on-Mesh_CVPR_2024_paper.html
Neural Redshift: Random Networks are not Random Functions,"Damien Teney,



Armand Mihai Nicolicioiu,



Valentin Hartmann,



Ehsan Abbasnejad",/content/CVPR2024/html/Teney_Neural_Redshift_Random_Networks_are_not_Random_Functions_CVPR_2024_paper.html
HumanGaussian: Text-Driven 3D Human Generation with Gaussian Splatting,"Xian Liu,



Xiaohang Zhan,



Jiaxiang Tang,



Ying Shan,



Gang Zeng,



Dahua Lin,



Xihui Liu,



Ziwei Liu",/content/CVPR2024/html/Liu_HumanGaussian_Text-Driven_3D_Human_Generation_with_Gaussian_Splatting_CVPR_2024_paper.html
DIEM: Decomposition-Integration Enhancing Multimodal Insights,"Xinyi Jiang,



Guoming Wang,



Junhao Guo,



Juncheng Li,



Wenqiao Zhang,



Rongxing Lu,



Siliang Tang",/content/CVPR2024/html/Jiang_DIEM_Decomposition-Integration_Enhancing_Multimodal_Insights_CVPR_2024_paper.html
CosmicMan: A Text-to-Image Foundation Model for Humans,"Shikai Li,



Jianglin Fu,



Kaiyuan Liu,



Wentao Wang,



Kwan-Yee Lin,



Wayne Wu",/content/CVPR2024/html/Li_CosmicMan_A_Text-to-Image_Foundation_Model_for_Humans_CVPR_2024_paper.html
LLMs are Good Sign Language Translators,"Jia Gong,



Lin Geng Foo,



Yixuan He,



Hossein Rahmani,



Jun Liu",/content/CVPR2024/html/Gong_LLMs_are_Good_Sign_Language_Translators_CVPR_2024_paper.html
Contrastive Pre-Training with Multi-View Fusion for No-Reference Point Cloud Quality Assessment,"Ziyu Shan,



Yujie Zhang,



Qi Yang,



Haichen Yang,



Yiling Xu,



Jenq-Neng Hwang,



Xiaozhong Xu,



Shan Liu",/content/CVPR2024/html/Shan_Contrastive_Pre-Training_with_Multi-View_Fusion_for_No-Reference_Point_Cloud_Quality_CVPR_2024_paper.html
JDEC: JPEG Decoding via Enhanced Continuous Cosine Coefficients,"Woo Kyoung Han,



Sunghoon Im,



Jaedeok Kim,



Kyong Hwan Jin",/content/CVPR2024/html/Han_JDEC_JPEG_Decoding_via_Enhanced_Continuous_Cosine_Coefficients_CVPR_2024_paper.html
Revisiting the Domain Shift and Sample Uncertainty in Multi-source Active Domain Transfer,"Wenqiao Zhang,



Zheqi Lv,



Hao Zhou,



Jia-Wei Liu,



Juncheng Li,



Mengze Li,



Yunfei Li,



Dongping Zhang,



Yueting Zhuang,



Siliang Tang",/content/CVPR2024/html/Zhang_Revisiting_the_Domain_Shift_and_Sample_Uncertainty_in_Multi-source_Active_CVPR_2024_paper.html
Learning Continual Compatible Representation for Re-indexing Free Lifelong Person Re-identification,"Zhenyu Cui,



Jiahuan Zhou,



Xun Wang,



Manyu Zhu,



Yuxin Peng",/content/CVPR2024/html/Cui_Learning_Continual_Compatible_Representation_for_Re-indexing_Free_Lifelong_Person_Re-identification_CVPR_2024_paper.html
Revisiting Spatial-Frequency Information Integration from a Hierarchical Perspective for Panchromatic and Multi-Spectral Image Fusion,"Jiangtong Tan,



Jie Huang,



Naishan Zheng,



Man Zhou,



Keyu Yan,



Danfeng Hong,



Feng Zhao",/content/CVPR2024/html/Tan_Revisiting_Spatial-Frequency_Information_Integration_from_a_Hierarchical_Perspective_for_Panchromatic_CVPR_2024_paper.html
BSNet: Box-Supervised Simulation-assisted Mean Teacher for 3D Instance Segmentation,"Jiahao Lu,



Jiacheng Deng,



Tianzhu Zhang",/content/CVPR2024/html/Lu_BSNet_Box-Supervised_Simulation-assisted_Mean_Teacher_for_3D_Instance_Segmentation_CVPR_2024_paper.html
Adaptive Slot Attention: Object Discovery with Dynamic Slot Number,"Ke Fan,



Zechen Bai,



Tianjun Xiao,



Tong He,



Max Horn,



Yanwei Fu,



Francesco Locatello,



Zheng Zhang",/content/CVPR2024/html/Fan_Adaptive_Slot_Attention_Object_Discovery_with_Dynamic_Slot_Number_CVPR_2024_paper.html
CORES: Convolutional Response-based Score for Out-of-distribution Detection,"Keke Tang,



Chao Hou,



Weilong Peng,



Runnan Chen,



Peican Zhu,



Wenping Wang,



Zhihong Tian",/content/CVPR2024/html/Tang_CORES_Convolutional_Response-based_Score_for_Out-of-distribution_Detection_CVPR_2024_paper.html
Task-Driven Wavelets using Constrained Empirical Risk Minimization,"Eric Marcus,



Ray Sheombarsing,



Jan-Jakob Sonke,



Jonas Teuwen",/content/CVPR2024/html/Marcus_Task-Driven_Wavelets_using_Constrained_Empirical_Risk_Minimization_CVPR_2024_paper.html
HOI-M^3: Capture Multiple Humans and Objects Interaction within Contextual Environment,"Juze Zhang,



Jingyan Zhang,



Zining Song,



Zhanhe Shi,



Chengfeng Zhao,



Ye Shi,



Jingyi Yu,



Lan Xu,



Jingya Wang",/content/CVPR2024/html/Zhang_HOI-M3_Capture_Multiple_Humans_and_Objects_Interaction_within_Contextual_Environment_CVPR_2024_paper.html
Interactive3D: Create What You Want by Interactive 3D Generation,"Shaocong Dong,



Lihe Ding,



Zhanpeng Huang,



Zibin Wang,



Tianfan Xue,



Dan Xu",/content/CVPR2024/html/Dong_Interactive3D_Create_What_You_Want_by_Interactive_3D_Generation_CVPR_2024_paper.html
DeiT-LT: Distillation Strikes Back for Vision Transformer Training on Long-Tailed Datasets,"Harsh Rangwani,



Pradipto Mondal,



Mayank Mishra,



Ashish Ramayee Asokan,



R. Venkatesh Babu",/content/CVPR2024/html/Rangwani_DeiT-LT_Distillation_Strikes_Back_for_Vision_Transformer_Training_on_Long-Tailed_CVPR_2024_paper.html
Accurate Spatial Gene Expression Prediction by Integrating Multi-Resolution Features,"Youngmin Chung,



Ji Hun Ha,



Kyeong Chan Im,



Joo Sang Lee",/content/CVPR2024/html/Chung_Accurate_Spatial_Gene_Expression_Prediction_by_Integrating_Multi-Resolution_Features_CVPR_2024_paper.html
FCS: Feature Calibration and Separation for Non-Exemplar Class Incremental Learning,"Qiwei Li,



Yuxin Peng,



Jiahuan Zhou",/content/CVPR2024/html/Li_FCS_Feature_Calibration_and_Separation_for_Non-Exemplar_Class_Incremental_Learning_CVPR_2024_paper.html
Task2Box: Box Embeddings for Modeling Asymmetric Task Relationships,"Rangel Daroya,



Aaron Sun,



Subhransu Maji",/content/CVPR2024/html/Daroya_Task2Box_Box_Embeddings_for_Modeling_Asymmetric_Task_Relationships_CVPR_2024_paper.html
Behind the Veil: Enhanced Indoor 3D Scene Reconstruction with Occluded Surfaces Completion,"Su Sun,



Cheng Zhao,



Yuliang Guo,



Ruoyu Wang,



Xinyu Huang,



Yingjie Victor Chen,



Liu Ren",/content/CVPR2024/html/Sun_Behind_the_Veil_Enhanced_Indoor_3D_Scene_Reconstruction_with_Occluded_CVPR_2024_paper.html
VideoGrounding-DINO: Towards Open-Vocabulary Spatio-Temporal Video Grounding,"Syed Talal Wasim,



Muzammal Naseer,



Salman Khan,



Ming-Hsuan Yang,



Fahad Shahbaz Khan",/content/CVPR2024/html/Wasim_VideoGrounding-DINO_Towards_Open-Vocabulary_Spatio-Temporal_Video_Grounding_CVPR_2024_paper.html
OmniLocalRF: Omnidirectional Local Radiance Fields from Dynamic Videos,"Dongyoung Choi,



Hyeonjoong Jang,



Min H. Kim",/content/CVPR2024/html/Choi_OmniLocalRF_Omnidirectional_Local_Radiance_Fields_from_Dynamic_Videos_CVPR_2024_paper.html
LoS: Local Structure-Guided Stereo Matching,"Kunhong Li,



Longguang Wang,



Ye Zhang,



Kaiwen Xue,



Shunbo Zhou,



Yulan Guo",/content/CVPR2024/html/Li_LoS_Local_Structure-Guided_Stereo_Matching_CVPR_2024_paper.html
Semantic Human Mesh Reconstruction with Textures,"Xiaoyu Zhan,



Jianxin Yang,



Yuanqi Li,



Jie Guo,



Yanwen Guo,



Wenping Wang",/content/CVPR2024/html/Zhan_Semantic_Human_Mesh_Reconstruction_with_Textures_CVPR_2024_paper.html
Think Twice Before Selection: Federated Evidential Active Learning for Medical Image Analysis with Domain Shifts,"Jiayi Chen,



Benteng Ma,



Hengfei Cui,



Yong Xia",/content/CVPR2024/html/Chen_Think_Twice_Before_Selection_Federated_Evidential_Active_Learning_for_Medical_CVPR_2024_paper.html
Probing the 3D Awareness of Visual Foundation Models,"Mohamed El Banani,



Amit Raj,



Kevis-Kokitsi Maninis,



Abhishek Kar,



Yuanzhen Li,



Michael Rubinstein,



Deqing Sun,



Leonidas Guibas,



Justin Johnson,



Varun Jampani",/content/CVPR2024/html/Banani_Probing_the_3D_Awareness_of_Visual_Foundation_Models_CVPR_2024_paper.html
PIA: Your Personalized Image Animator via Plug-and-Play Modules in Text-to-Image Models,"Yiming Zhang,



Zhening Xing,



Yanhong Zeng,



Youqing Fang,



Kai Chen",/content/CVPR2024/html/Zhang_PIA_Your_Personalized_Image_Animator_via_Plug-and-Play_Modules_in_Text-to-Image_CVPR_2024_paper.html
When Visual Grounding Meets Gigapixel-level Large-scale Scenes: Benchmark and Approach,"Tao Ma,



Bing Bai,



Haozhe Lin,



Heyuan Wang,



Yu Wang,



Lin Luo,



Lu Fang",/content/CVPR2024/html/Ma_When_Visual_Grounding_Meets_Gigapixel-level_Large-scale_Scenes_Benchmark_and_Approach_CVPR_2024_paper.html
NeRF Analogies: Example-Based Visual Attribute Transfer for NeRFs,"Michael Fischer,



Zhengqin Li,



Thu Nguyen-Phuoc,



Aljaz Bozic,



Zhao Dong,



Carl Marshall,



Tobias Ritschel",/content/CVPR2024/html/Fischer_NeRF_Analogies_Example-Based_Visual_Attribute_Transfer_for_NeRFs_CVPR_2024_paper.html
Mind Artist: Creating Artistic Snapshots with Human Thought,"Jiaxuan Chen,



Yu Qi,



Yueming Wang,



Gang Pan",/content/CVPR2024/html/Chen_Mind_Artist_Creating_Artistic_Snapshots_with_Human_Thought_CVPR_2024_paper.html
ViTamin: Designing Scalable Vision Models in the Vision-Language Era,"Jieneng Chen,



Qihang Yu,



Xiaohui Shen,



Alan Yuille,



Liang-Chieh Chen",/content/CVPR2024/html/Chen_ViTamin_Designing_Scalable_Vision_Models_in_the_Vision-Language_Era_CVPR_2024_paper.html
Accept the Modality Gap: An Exploration in the Hyperbolic Space,"Sameera Ramasinghe,



Violetta Shevchenko,



Gil Avraham,



Ajanthan Thalaiyasingam",/content/CVPR2024/html/Ramasinghe_Accept_the_Modality_Gap_An_Exploration_in_the_Hyperbolic_Space_CVPR_2024_paper.html
Unraveling Instance Associations: A Closer Look for Audio-Visual Segmentation,"Yuanhong Chen,



Yuyuan Liu,



Hu Wang,



Fengbei Liu,



Chong Wang,



Helen Frazer,



Gustavo Carneiro",/content/CVPR2024/html/Chen_Unraveling_Instance_Associations_A_Closer_Look_for_Audio-Visual_Segmentation_CVPR_2024_paper.html
Few-Shot Object Detection with Foundation Models,"Guangxing Han,



Ser-Nam Lim",/content/CVPR2024/html/Han_Few-Shot_Object_Detection_with_Foundation_Models_CVPR_2024_paper.html
FedMef: Towards Memory-efficient Federated Dynamic Pruning,"Hong Huang,



Weiming Zhuang,



Chen Chen,



Lingjuan Lyu",/content/CVPR2024/html/Huang_FedMef_Towards_Memory-efficient_Federated_Dynamic_Pruning_CVPR_2024_paper.html
Seeing the Unseen: Visual Common Sense for Semantic Placement,"Ram Ramrakhya,



Aniruddha Kembhavi,



Dhruv Batra,



Zsolt Kira,



Kuo-Hao Zeng,



Luca Weihs",/content/CVPR2024/html/Ramrakhya_Seeing_the_Unseen_Visual_Common_Sense_for_Semantic_Placement_CVPR_2024_paper.html
Texture-Preserving Diffusion Models for High-Fidelity Virtual Try-On,"Xu Yang,



Changxing Ding,



Zhibin Hong,



Junhao Huang,



Jin Tao,



Xiangmin Xu",/content/CVPR2024/html/Yang_Texture-Preserving_Diffusion_Models_for_High-Fidelity_Virtual_Try-On_CVPR_2024_paper.html
PracticalDG: Perturbation Distillation on Vision-Language Models for Hybrid Domain Generalization,"Zining Chen,



Weiqiu Wang,



Zhicheng Zhao,



Fei Su,



Aidong Men,



Hongying Meng",/content/CVPR2024/html/Chen_PracticalDG_Perturbation_Distillation_on_Vision-Language_Models_for_Hybrid_Domain_Generalization_CVPR_2024_paper.html
SODA: Bottleneck Diffusion Models for Representation Learning,"Drew A. Hudson,



Daniel Zoran,



Mateusz Malinowski,



Andrew K. Lampinen,



Andrew Jaegle,



James L. McClelland,



Loic Matthey,



Felix Hill,



Alexander Lerchner",/content/CVPR2024/html/Hudson_SODA_Bottleneck_Diffusion_Models_for_Representation_Learning_CVPR_2024_paper.html
